team,team_code,shirt_number,position,player_text,name_on_shirt,dob,club,height_cm,caps,goals,player_key,shirt_key
Saudi Arabia,KSA,16,MF,ZIYAD ALJOHANI Ziyad Mubarak E ALJOHANI ZIYAD,E ALJOHANI ZIYAD,2001-11-11,Al Ahli FC (KSA),180,12,0,ziyad aljohani ziyad mubarak e aljohani ziyad,e aljohani ziyad
Saudi Arabia,KSA,17,FW,KHALID ALGHANNAM Khalid Essa M ALGHANNAM KHALID,M ALGHANNAM KHALID,2000-11-08,Al Ettifaq FC (KSA),171,7,0,khalid alghannam khalid essa m alghannam khalid,m alghannam khalid
Saudi Arabia,KSA,18,MF,ALA ALHAJJI Ala Mohsen A ALHAJJI ALHAJJI,A ALHAJJI ALHAJJI,1995-12-03,Neom SC (KSA),178,3,0,ala alhajji ala mohsen a alhajji alhajji,a alhajji alhajji
Saudi Arabia,KSA,19,FW,ABDULLAH ALHAMDDAN Abdullah Abdulrahman A ALHAMDDAN ALHAMDDAN,A ALHAMDDAN ALHAMDDAN,1999-09-13,Al Nassr FC (KSA),186,52,13,abdullah alhamddan abdullah abdulrahman a alhamddan alhamddan,a alhamddan alhamddan
Saudi Arabia,KSA,20,FW,SULTAN MANDASH Sultan Ahmed M MANDASH MANDASH,M MANDASH MANDASH,1994-10-17,Al Hilal SC (KSA),172,7,2,sultan mandash sultan ahmed m mandash mandash,m mandash mandash
Saudi Arabia,KSA,21,GK,MOHAMMED ALOWAIS Mohammed Khalil I ALOWAIS ALOWAIS,I ALOWAIS ALOWAIS,1991-10-10,Al Ula Saudi FC (KSA),185,65,0,mohammed alowais mohammed khalil i alowais alowais,i alowais alowais
Saudi Arabia,KSA,22,GK,AHMED ALKASSAR Ahmed Ali H ALKASSAR ALKASSAR,H ALKASSAR ALKASSAR,1991-05-08,Al Qadsiah FC (KSA),178,9,0,ahmed alkassar ahmed ali h alkassar alkassar,h alkassar alkassar
Saudi Arabia,KSA,23,MF,MOHAMED KANNO Mohamed Ibrahim A KANNO KANNO,A KANNO KANNO,1994-09-22,Al Hilal SC (KSA),191,79,8,mohamed kanno mohamed ibrahim a kanno kanno,a kanno kanno
Saudi Arabia,KSA,24,DF,MOTEB ALHARBI Moteb Saad S ALHARBI MOTEB,S ALHARBI MOTEB,2000-02-20,Al Hilal SC (KSA),177,13,0,moteb alharbi moteb saad s alharbi moteb,s alharbi moteb
Saudi Arabia,KSA,25,DF,JEHAD THIKRI Jehad Abdullatif A THIKRI JEHAD,A THIKRI JEHAD,2001-07-21,Al Qadsiah FC (KSA),184,8,0,jehad thikri jehad abdullatif a thikri jehad,a thikri jehad
Saudi Arabia,KSA,26,DF,MOHAMMED ABU ALSHAMAT Mohammed Waheeb S ABU ALSHAMAT MOHAMMED,S ABU ALSHAMAT MOHAMMED,2002-08-11,Al Qadsiah FC (KSA),170,8,0,mohammed abu alshamat mohammed waheeb s abu alshamat mohammed,s abu alshamat mohammed
Scotland,SCO,1,GK,GUNN Angus Angus Fraser James GUNN GUNN,GUNN GUNN,1996-01-22,Nottingham Forest FC (ENG),196,22,0,gunn angus angus fraser james gunn gunn,gunn gunn
Scotland,SCO,2,DF,HICKEY Aaron Aaron Buchanan HICKEY HICKEY,HICKEY HICKEY,2002-06-10,Brentford FC (ENG),185,21,0,hickey aaron aaron buchanan hickey hickey,hickey hickey
Scotland,SCO,3,DF,ROBERTSON Andy Andrew Henry ROBERTSON ROBERTSON,ROBERTSON ROBERTSON,1994-03-11,Liverpool FC (ENG),178,94,4,robertson andy andrew henry robertson robertson,robertson robertson
Scotland,SCO,4,MF,McTOMINAY Scott Scott Francis MCTOMINAY MCTOMINAY,MCTOMINAY MCTOMINAY,1996-12-08,SSC Napoli (ITA),193,70,15,mctominay scott scott francis mctominay mctominay,mctominay mctominay
Scotland,SCO,5,DF,HANLEY Grant Grant Campbell HANLEY HANLEY,HANLEY HANLEY,1991-11-20,Hibernian FC (SCO),188,68,2,hanley grant grant campbell hanley hanley,hanley hanley
Scotland,SCO,6,DF,TIERNEY Kieran Kieran TIERNEY TIERNEY,TIERNEY TIERNEY,1997-06-05,Celtic FC (SCO),180,56,2,tierney kieran kieran tierney tierney,tierney tierney
Scotland,SCO,7,MF,McGINN John John MCGINN MCGINN,MCGINN MCGINN,1994-10-18,Aston Villa FC (ENG),178,86,20,mcginn john john mcginn mcginn,mcginn mcginn
Scotland,SCO,8,MF,FLETCHER Tyler Tyler Robert FLETCHER FLETCHER,FLETCHER FLETCHER,2007-03-19,Manchester United FC (ENG),183,2,0,fletcher tyler tyler robert fletcher fletcher,fletcher fletcher
Scotland,SCO,9,FW,DYKES Lyndon Lyndon John DYKES DYKES,DYKES DYKES,1995-10-07,Charlton Athletic FC (ENG),188,51,10,dykes lyndon lyndon john dykes dykes,dykes dykes
Scotland,SCO,10,FW,ADAMS Che Che Sac Everton Fred ADAMS ADAMS,ADAMS ADAMS,1996-07-13,Torino FC (ITA),175,47,13,adams che che sac everton fred adams adams,adams adams
Scotland,SCO,11,MF,CHRISTIE Ryan Ryan CHRISTIE CHRISTIE,CHRISTIE CHRISTIE,1995-02-22,AFC Bournemouth (ENG),178,68,10,christie ryan ryan christie christie,christie christie
Scotland,SCO,12,GK,KELLY Liam Liam Patrick KELLY KELLY,KELLY KELLY,1996-01-23,Rangers FC (SCO),184,3,0,kelly liam liam patrick kelly kelly,kelly kelly
Scotland,SCO,13,DF,HENDRY Jack Jack William HENDRY HENDRY,HENDRY HENDRY,1995-05-07,Al Ettifaq FC (KSA),192,38,3,hendry jack jack william hendry hendry,hendry hendry
Scotland,SCO,14,FW,STEWART Ross Ross Cameron STEWART STEWART,STEWART STEWART,1996-07-11,Southampton FC (ENG),188,3,0,stewart ross ross cameron stewart stewart,stewart stewart
Scotland,SCO,15,DF,SOUTTAR John John Francis SOUTTAR SOUTTAR,SOUTTAR SOUTTAR,1996-09-25,Rangers FC (SCO),186,24,2,souttar john john francis souttar souttar,souttar souttar
Scotland,SCO,16,DF,HYAM Dominic Dominic John HYAM HYAM,HYAM HYAM,1995-12-20,Wrexham AFC (WAL),188,4,0,hyam dominic dominic john hyam hyam,hyam hyam
Scotland,SCO,17,FW,GANNON-DOAK Ben Ben Gannon DOAK GANNON DOAK,DOAK GANNON DOAK,2005-11-11,AFC Bournemouth (ENG),173,14,1,gannon doak ben ben gannon doak gannon doak,doak gannon doak
Scotland,SCO,18,FW,HIRST George George David Eric HIRST HIRST,HIRST HIRST,1999-02-15,Ipswich Town FC (ENG),191,10,1,hirst george george david eric hirst hirst,hirst hirst
Scotland,SCO,19,MF,FERGUSON Lewis Lewis FERGUSON FERGUSON,FERGUSON FERGUSON,1999-08-24,Bologna FC (ITA),181,24,1,ferguson lewis lewis ferguson ferguson,ferguson ferguson
Scotland,SCO,20,FW,SHANKLAND Lawrence Lawrence SHANKLAND SHANKLAND,SHANKLAND SHANKLAND,1995-08-10,Heart Of Midlothian FC (SCO),185,20,7,shankland lawrence lawrence shankland shankland,shankland shankland
Scotland,SCO,21,GK,GORDON Craig Craig Sinclair GORDON GORDON,GORDON GORDON,1982-12-31,Heart Of Midlothian FC (SCO),193,84,0,gordon craig craig sinclair gordon gordon,gordon gordon
Scotland,SCO,22,DF,PATTERSON Nathan Nathan Kenneth PATTERSON PATTERSON,PATTERSON PATTERSON,2001-10-16,Everton FC (ENG),183,26,1,patterson nathan nathan kenneth patterson patterson,patterson patterson
Scotland,SCO,23,MF,McLEAN Kenny Kenneth MCLEAN MCLEAN,MCLEAN MCLEAN,1992-01-08,Norwich City FC (ENG),183,58,3,mclean kenny kenneth mclean mclean,mclean mclean
Scotland,SCO,24,DF,RALSTON Anthony Anthony RALSTON RALSTON,RALSTON RALSTON,1998-11-16,Celtic FC (SCO),178,27,1,ralston anthony anthony ralston ralston,ralston ralston
Scotland,SCO,25,FW,CURTIS Findlay Findlay Kenneth CURTIS CURTIS,CURTIS CURTIS,2006-06-09,Kilmarnock FC (SCO),180,3,1,curtis findlay findlay kenneth curtis curtis,curtis curtis
Scotland,SCO,26,DF,McKENNA Scott Scott Fraser MCKENNA MCKENNA,MCKENNA MCKENNA,1996-11-12,GNK Dinamo Zagreb (CRO),189,50,1,mckenna scott scott fraser mckenna mckenna,mckenna mckenna
Senegal,SEN,1,GK,DIOUF Yehvann Yehvann Djibril Victor DIOUF Y. DIOUF,Y. DIOUF,1999-11-16,OGC Nice (FRA),188,2,0,diouf yehvann yehvann djibril victor diouf y diouf,y diouf
Senegal,SEN,2,DF,SARR Mamadou Mamadou SARR SARR,SARR SARR,2005-08-29,Chelsea FC (ENG),194,8,0,sarr mamadou mamadou sarr sarr,sarr sarr
Senegal,SEN,3,DF,KOULIBALY Kalidou Kalidou KOULIBALY KOULIBALY,KOULIBALY KOULIBALY,1991-06-20,Al Hilal SC (KSA),186,104,2,koulibaly kalidou kalidou koulibaly koulibaly,koulibaly koulibaly
Senegal,SEN,4,DF,SECK Abdoulaye Abdoulaye SECK SECK,SECK SECK,1992-06-04,Maccabi Haifa FC (ISR),192,23,4,seck abdoulaye abdoulaye seck seck,seck seck
Senegal,SEN,5,MF,GUEYE Idrissa Gana Idrissa Gana GUEYE GANA,GUEYE GANA,1989-09-26,Everton FC (ENG),174,136,7,gueye idrissa gana idrissa gana gueye gana,gueye gana
Senegal,SEN,6,MF,CISS Pathe Ismaila Pathe CISS P.I. CISS,P.I. CISS,1994-03-16,Rayo Vallecano (ESP),186,31,0,ciss pathe ismaila pathe ciss p i ciss,p i ciss
Senegal,SEN,7,FW,DIAO Assane Assane DIAO DIAO,DIAO DIAO,2005-09-07,Como (ITA),185,5,0,diao assane assane diao diao,diao diao
Senegal,SEN,8,MF,CAMARA Lamine Lamine CAMARA LAMINE,CAMARA LAMINE,2004-01-01,AS Monaco (FRA),174,45,7,camara lamine lamine camara lamine,camara lamine
Senegal,SEN,9,FW,DIENG Bamba Cheikh Ahmadou Bamba Mbacke DIENG B. DIENG,B. DIENG,2000-03-23,FC Lorient (FRA),178,23,2,dieng bamba cheikh ahmadou bamba mbacke dieng b dieng,b dieng
Senegal,SEN,10,FW,MANE Sadio Sadio MANÉ MANÉ,MANÉ MANÉ,1992-04-10,Al Nassr FC (KSA),175,130,54,mane sadio sadio man man,man man
Senegal,SEN,11,FW,JACKSON Nicolas Nicolas JACKSON JACKSON,JACKSON JACKSON,2001-06-20,FC Bayern München (GER),187,34,8,jackson nicolas nicolas jackson jackson,jackson jackson
Senegal,SEN,12,FW,NDIAYE Cherif Pape Cherif NDIAYE CHERIF,NDIAYE CHERIF,1996-01-23,Samsunspor (TUR),190,19,4,ndiaye cherif pape cherif ndiaye cherif,ndiaye cherif
Senegal,SEN,13,FW,NDIAYE Iliman Iliman Cheikh Baroy NDIAYE NDIAYE,NDIAYE NDIAYE,2000-03-06,Everton FC (ENG),180,41,4,ndiaye iliman iliman cheikh baroy ndiaye ndiaye,ndiaye ndiaye
Senegal,SEN,14,DF,JAKOBS Ismail Ismail Joshua JAKOBS JAKOBS,JAKOBS JAKOBS,1999-08-17,Galatasaray SK (TUR),184,31,0,jakobs ismail ismail joshua jakobs jakobs,jakobs jakobs
Senegal,SEN,15,DF,DIATTA Krepin Krépin DIATTA KRÉPIN,DIATTA KRÉPIN,1999-02-25,AS Monaco (FRA),173,62,2,diatta krepin kr pin diatta kr pin,diatta kr pin
Senegal,SEN,16,GK,MENDY Edouard Edouard Osoque MENDY MENDY,MENDY MENDY,1992-03-01,Al Ahli FC (KSA),194,58,0,mendy edouard edouard osoque mendy mendy,mendy mendy
Senegal,SEN,17,MF,SARR Pape Matar Pape Matar SARR P.M. SARR,P.M. SARR,2002-09-14,Tottenham Hotspur FC (ENG),185,41,4,sarr pape matar pape matar sarr p m sarr,p m sarr
Senegal,SEN,18,FW,SARR Ismaila Ismaila SARR SARR,SARR SARR,1998-02-25,Crystal Palace FC (ENG),185,84,19,sarr ismaila ismaila sarr sarr,sarr sarr
Senegal,SEN,19,DF,NIAKHATE Moussa Moussa NIAKHATÉ NIAKHATE,NIAKHATÉ NIAKHATE,1996-03-08,Olympique Lyonnais (FRA),190,32,0,niakhate moussa moussa niakhat niakhate,niakhat niakhate
Senegal,SEN,20,FW,MBAYE Ibrahim Ibrahim MBAYE MBAYE,MBAYE MBAYE,2008-01-24,Paris Saint-Germain (FRA),175,11,3,mbaye ibrahim ibrahim mbaye mbaye,mbaye mbaye
Senegal,SEN,21,MF,DIARRA Habib Mouhamadou Habib Mbacke DIARRA H. DIARRA,H. DIARRA,2004-01-03,Sunderland AFC (ENG),178,21,4,diarra habib mouhamadou habib mbacke diarra h diarra,h diarra
Senegal,SEN,22,MF,NDIAYE Bara Sapoko Bara Sapoko NDIAYE BARA,NDIAYE BARA,2007-12-31,FC Bayern München (GER),180,1,0,ndiaye bara sapoko bara sapoko ndiaye bara,ndiaye bara
Senegal,SEN,23,GK,DIAW Mory Mory DIAW DIAW,DIAW DIAW,1993-06-22,Le Havre AC (FRA),197,5,0,diaw mory mory diaw diaw,diaw diaw
Senegal,SEN,24,DF,MENDY Antoine Antoine Alpha MENDY A. MENDY,A. MENDY,2004-05-27,OGC Nice (FRA),187,7,0,mendy antoine antoine alpha mendy a mendy,a mendy
Senegal,SEN,25,DF,DIOUF El Hadji Malick El Hadji Malick DIOUF DIOUF,DIOUF DIOUF,2004-12-29,West Ham United FC (ENG),177,20,1,diouf el hadji malick el hadji malick diouf diouf,diouf diouf
Senegal,SEN,26,MF,GUEYE Pape Pape Alassane GUEYE GUEYE,GUEYE GUEYE,1999-01-24,Villarreal CF (ESP),189,42,6,gueye pape pape alassane gueye gueye,gueye gueye
South Africa,RSA,1,GK,WILLIAMS Ronwen Ronwen Hayden WILLIAMS WILLIAMS,WILLIAMS WILLIAMS,1992-01-21,Mamelodi Sundowns FC (RSA),184,64,0,williams ronwen ronwen hayden williams williams,williams williams
South Africa,RSA,2,DF,MATULUDI Thabang Tholo Thabang MATULUDI MATULUDI,MATULUDI MATULUDI,1999-01-14,Polokwane City FC (RSA),189,3,0,matuludi thabang tholo thabang matuludi matuludi,matuludi matuludi
South Africa,RSA,3,DF,NDAMANE Khulumani Khulumani NDAMANE NDAMANE,NDAMANE NDAMANE,2004-02-05,Mamelodi Sundowns FC (RSA),183,5,0,ndamane khulumani khulumani ndamane ndamane,ndamane ndamane
South Africa,RSA,4,MF,MOKOENA Teboho Teboho MOKOENA MOKOENA,MOKOENA MOKOENA,1997-01-24,Mamelodi Sundowns FC (RSA),177,57,9,mokoena teboho teboho mokoena mokoena,mokoena mokoena
South Africa,RSA,5,MF,MBATHA Thalente Thalente Wandile MBATHA MBATHA,MBATHA MBATHA,2000-03-06,Orlando Pirates FC (RSA),179,16,3,mbatha thalente thalente wandile mbatha mbatha,mbatha mbatha
South Africa,RSA,6,DF,MODIBA Aubrey Aubrey Maphosa MODIBA MODIBA,MODIBA MODIBA,1995-07-22,Mamelodi Sundowns FC (RSA),171,48,3,modiba aubrey aubrey maphosa modiba modiba,modiba modiba
South Africa,RSA,7,FW,APPOLLIS Oswin Oswin Reagan APPOLLIS APPOLLIS,APPOLLIS APPOLLIS,2001-08-25,Orlando Pirates FC (RSA),171,27,8,appollis oswin oswin reagan appollis appollis,appollis appollis
South Africa,RSA,8,FW,MOREMI Tshepang Tshepang MOREMI MOREMI,MOREMI MOREMI,2000-10-02,Orlando Pirates FC (RSA),169,10,1,moremi tshepang tshepang moremi moremi,moremi moremi
South Africa,RSA,9,FW,FOSTER Lyle Lyle Brent FOSTER FOSTER,FOSTER FOSTER,2000-09-03,Burnley FC (ENG),185,31,10,foster lyle lyle brent foster foster,foster foster
South Africa,RSA,10,FW,MOFOKENG Relebohile Relebohile MOFOKENG MOFOKENG,MOFOKENG MOFOKENG,2004-10-23,Orlando Pirates FC (RSA),168,14,1,mofokeng relebohile relebohile mofokeng mofokeng,mofokeng mofokeng
South Africa,RSA,11,MF,ZWANE Themba Themba ZWANE ZWANE,ZWANE ZWANE,1989-08-03,Mamelodi Sundowns FC (RSA),178,55,12,zwane themba themba zwane zwane,zwane zwane
South Africa,RSA,12,FW,MASEKO Thapelo Thapelo MASEKO MASEKO,MASEKO MASEKO,2003-11-11,AEL Limassol (CYP),178,8,1,maseko thapelo thapelo maseko maseko,maseko maseko
South Africa,RSA,13,MF,SITHOLE Sphephelo Sphephelo S'miso SITHOLE SITHOLE,SITHOLE SITHOLE,1999-03-03,CD Tondela (POR),197,29,1,sithole sphephelo sphephelo s miso sithole sithole,sithole sithole
South Africa,RSA,14,DF,MBOKAZI Mbekezeli Mbekezeli Mfanukile MBOKAZI MBOKAZI,MBOKAZI MBOKAZI,2005-09-19,Chicago Fire FC (USA),177,10,1,mbokazi mbekezeli mbekezeli mfanukile mbokazi mbokazi,mbokazi mbokazi
South Africa,RSA,15,FW,RAYNERS Iqraam Iqraam RAYNERS RAYNERS,RAYNERS RAYNERS,1995-12-19,Mamelodi Sundowns FC (RSA),174,20,5,rayners iqraam iqraam rayners rayners,rayners rayners
South Africa,RSA,16,GK,CHAINE Sipho Sipho Justin CHAINE CHAINE,CHAINE CHAINE,1996-12-14,Orlando Pirates FC (RSA),186,4,0,chaine sipho sipho justin chaine chaine,chaine chaine
South Africa,RSA,17,FW,MAKGOPA Evidence Sekotori Evidence MAKGOPA MAKGPA,MAKGOPA MAKGPA,2000-06-05,Orlando Pirates FC (RSA),183,27,6,makgopa evidence sekotori evidence makgopa makgpa,makgopa makgpa
South Africa,RSA,18,DF,KABINI Samukele Samukele Alucious KABINI KABINI,KABINI KABINI,2004-03-15,Molde FK (NOR),179,6,0,kabini samukele samukele alucious kabini kabini,kabini kabini
South Africa,RSA,19,DF,SIBISI Nkosinathi Nkosinathi Emmanuel SIBISI SIBISI,SIBISI SIBISI,1995-09-22,Orlando Pirates FC (RSA),172,21,0,sibisi nkosinathi nkosinathi emmanuel sibisi sibisi,sibisi sibisi
South Africa,RSA,20,DF,MUDAU Khuliso Khuliso Johnson MUDAU MUDAU,MUDAU MUDAU,1995-04-26,Mamelodi Sundowns FC (RSA),179,34,1,mudau khuliso khuliso johnson mudau mudau,mudau mudau
South Africa,RSA,21,DF,OKON Ime Ime Daniel OKON OKON,OKON OKON,2004-02-20,Hannover 96 (GER),187,8,1,okon ime ime daniel okon okon,okon okon
South Africa,RSA,22,GK,GOSS Ricardo Stuart Ricardo GOSS GOSS,GOSS GOSS,1994-04-02,Siwelele FC (RSA),181,7,0,goss ricardo stuart ricardo goss goss,goss goss
South Africa,RSA,23,MF,ADAMS Jayden Jayden Oswin ADAMS ADAMS,ADAMS ADAMS,2001-05-05,Mamelodi Sundowns FC (RSA),177,8,2,adams jayden jayden oswin adams adams,adams adams
South Africa,RSA,24,DF,MAKHANYA Olwethu Olwethu Mpilwenhle MAKHANYA MAKHANYA,MAKHANYA MAKHANYA,2004-04-30,Philadelphia Union (USA),185,1,0,makhanya olwethu olwethu mpilwenhle makhanya makhanya,makhanya makhanya
South Africa,RSA,25,FW,SEBELEBELE Kamogelo Kamogelo Michael SEBELEBELE SEBELEBELE,SEBELEBELE SEBELEBELE,2002-07-21,Orlando Pirates FC (RSA),166,9,1,sebelebele kamogelo kamogelo michael sebelebele sebelebele,sebelebele sebelebele
South Africa,RSA,26,DF,CROSS Bradley Bradley Paul CROSS CROSS,CROSS CROSS,2001-01-30,Kaizer Chiefs FC (RSA),175,1,0,cross bradley bradley paul cross cross,cross cross
Spain,ESP,1,GK,RAYA David David RAYA MARTÍN RAYA,RAYA MARTÍN RAYA,1995-09-15,Arsenal FC (ENG),186,13,0,raya david david raya mart n raya,raya mart n raya
Spain,ESP,2,DF,PUBILL Marc Marc PUBILL PAGES MARC PUBILL,PUBILL PAGES MARC PUBILL,2003-06-20,Atlético De Madrid (ESP),191,2,0,pubill marc marc pubill pages marc pubill,pubill pages marc pubill
Spain,ESP,3,DF,GRIMALDO Alex Alejandro GRIMALDO GARCÍA GRIMALDO,GRIMALDO GARCÍA GRIMALDO,1995-09-20,Bayer 04 Leverkusen (GER),171,14,0,grimaldo alex alejandro grimaldo garc a grimaldo,grimaldo garc a grimaldo
Spain,ESP,4,DF,GARCIA Eric Eric GARCÍA MARTRET ERIC,GARCÍA MARTRET ERIC,2001-01-09,FC Barcelona (ESP),183,21,0,garcia eric eric garc a martret eric,garc a martret eric
Spain,ESP,5,DF,LLORENTE Marcos Marcos LLORENTE MORENO M. LLORENTE,M. LLORENTE,1995-01-30,Atlético De Madrid (ESP),183,24,0,llorente marcos marcos llorente moreno m llorente,m llorente
Spain,ESP,6,MF,MERINO Mikel Mikel MERINO ZAZÓN MERINO,MERINO ZAZÓN MERINO,1996-06-22,Arsenal FC (ENG),188,43,10,merino mikel mikel merino zaz n merino,merino zaz n merino
Spain,ESP,7,FW,TORRES Ferran Ferran TORRES GARCÍA FERRAN,TORRES GARCÍA FERRAN,2000-02-29,FC Barcelona (ESP),183,57,24,torres ferran ferran torres garc a ferran,torres garc a ferran
Spain,ESP,8,MF,RUIZ Fabian Fabian RUIZ PEÑA FABIÁN,RUIZ PEÑA FABIÁN,1996-04-03,Paris Saint-Germain (FRA),188,42,6,ruiz fabian fabian ruiz pe a fabi n,ruiz pe a fabi n
Spain,ESP,9,MF,GAVI Pablo PAEZ GAVIRA GAVI,PAEZ GAVIRA GAVI,2004-08-05,FC Barcelona (ESP),173,30,5,gavi pablo paez gavira gavi,paez gavira gavi
Spain,ESP,10,FW,OLMO Dani Daniel OLMO CARVAJAL OLMO,OLMO CARVAJAL OLMO,1998-05-07,FC Barcelona (ESP),179,50,12,olmo dani daniel olmo carvajal olmo,olmo carvajal olmo
Spain,ESP,11,FW,PINO Yeremy Yeremy Jesús PINO SANTOS YEREMY,PINO SANTOS YEREMY,2002-10-20,Crystal Palace FC (ENG),174,23,4,pino yeremy yeremy jes s pino santos yeremy,pino santos yeremy
Spain,ESP,12,DF,PORRO Pedro Pedro Antonio PORRO SAUCEDA PEDRO PORRO,PORRO SAUCEDA PEDRO PORRO,1999-09-13,Tottenham Hotspur FC (ENG),173,18,0,porro pedro pedro antonio porro sauceda pedro porro,porro sauceda pedro porro
Spain,ESP,13,GK,GARCIA Joan Joan GARCIA PONS JOAN GARCIA,GARCIA PONS JOAN GARCIA,2001-05-04,FC Barcelona (ESP),194,2,0,garcia joan joan garcia pons joan garcia,garcia pons joan garcia
Spain,ESP,14,DF,LAPORTE Aymeric Aymeric LAPORTE FEVRE LAPORTE,LAPORTE FEVRE LAPORTE,1994-05-27,Athletic Club (ESP),191,46,2,laporte aymeric aymeric laporte fevre laporte,laporte fevre laporte
Spain,ESP,15,MF,BAENA Alex Alejandro BAENA RODRÍGUEZ ALEX B.,B.,2001-07-20,Atlético De Madrid (ESP),172,17,2,baena alex alejandro baena rodr guez alex b,b
Spain,ESP,16,MF,RODRI Rodrigo HERNÁNDEZ CASCANTE RODRIGO,HERNÁNDEZ CASCANTE RODRIGO,1996-06-22,Manchester City FC (ENG),190,62,4,rodri rodrigo hern ndez cascante rodrigo,hern ndez cascante rodrigo
Spain,ESP,17,FW,WILLIAMS Nico Nicholas WILLIAMS ARTHUER WILLIAMS JR.,JR.,2002-07-12,Athletic Club (ESP),181,30,6,williams nico nicholas williams arthuer williams jr,jr
Spain,ESP,18,MF,ZUBIMENDI Martin Martin ZUBIMENDI IBAÑEZ ZUBIMENDI,ZUBIMENDI IBAÑEZ ZUBIMENDI,1999-02-02,Arsenal FC (ENG),181,26,3,zubimendi martin martin zubimendi iba ez zubimendi,zubimendi iba ez zubimendi
Spain,ESP,19,FW,YAMAL Lamine Lamine Yamal NASRAOUI EBANA LAMINE YAMAL,NASRAOUI EBANA LAMINE YAMAL,2007-07-13,FC Barcelona (ESP),183,25,6,yamal lamine lamine yamal nasraoui ebana lamine yamal,nasraoui ebana lamine yamal
Spain,ESP,20,MF,PEDRI Pedro GONZÁLEZ LÓPEZ PEDRI,GONZÁLEZ LÓPEZ PEDRI,2002-11-25,FC Barcelona (ESP),174,41,6,pedri pedro gonz lez l pez pedri,gonz lez l pez pedri
Spain,ESP,21,FW,OYARZABAL Mikel Mikel OYARZABAL UGARTE OYARZABAL,OYARZABAL UGARTE OYARZABAL,1997-04-21,Real Sociedad (ESP),181,53,25,oyarzabal mikel mikel oyarzabal ugarte oyarzabal,oyarzabal ugarte oyarzabal
Spain,ESP,22,DF,CUBARSI Pau Pau CUBARSI I PAREDES CUBARSÍ,CUBARSI I PAREDES CUBARSÍ,2007-01-22,FC Barcelona (ESP),183,12,0,cubarsi pau pau cubarsi i paredes cubars,cubarsi i paredes cubars
Spain,ESP,23,GK,SIMON Unai Unai SIMÓN MENDIBIL UNAI SIMÓN,SIMÓN MENDIBIL UNAI SIMÓN,1997-06-11,Athletic Club (ESP),190,58,0,simon unai unai sim n mendibil unai sim n,sim n mendibil unai sim n
Spain,ESP,24,DF,CUCURELLA Marc Marc CUCURELLA SASETA CUCURELLA,CUCURELLA SASETA CUCURELLA,1998-07-22,Chelsea FC (ENG),173,24,1,cucurella marc marc cucurella saseta cucurella,cucurella saseta cucurella
Spain,ESP,25,FW,MUNOZ Victor Victor MUÑOZ VILLANUEVA VICTOR M.V.,M.V.,2003-07-13,CA Osasuna (ESP),173,2,1,munoz victor victor mu oz villanueva victor m v,m v
Spain,ESP,26,FW,IGLESIAS Borja Borja IGLESIAS QUINTÁS B. IGLESIAS,B. IGLESIAS,1993-01-17,RC Celta Vigo (ESP),187,8,0,iglesias borja borja iglesias quint s b iglesias,b iglesias
Sweden,SWE,1,GK,WIDELL ZETTERSTROM Jacob Jacob Mikael WIDELL ZETTERSTRÖM ZETTERSTRÖM,WIDELL ZETTERSTRÖM ZETTERSTRÖM,1998-07-11,Derby County FC (ENG),197,3,0,widell zetterstrom jacob jacob mikael widell zetterstr m zetterstr m,widell zetterstr m zetterstr m
Sweden,SWE,2,DF,LAGERBIELKE Gustaf Gustaf Johan LAGERBIELKE LAGERBIELKE,LAGERBIELKE LAGERBIELKE,2000-04-10,SC Braga (POR),193,11,2,lagerbielke gustaf gustaf johan lagerbielke lagerbielke,lagerbielke lagerbielke
Sweden,SWE,3,DF,LINDELOF Victor Victor Jörgen NILSSON LINDELÖF LINDELÖF,NILSSON LINDELÖF LINDELÖF,1994-07-17,Aston Villa FC (ENG),187,76,3,lindelof victor victor j rgen nilsson lindel f lindel f,nilsson lindel f lindel f
Sweden,SWE,4,DF,HIEN Isak Isak Malcolm Kwaku HIEN HIEN,HIEN HIEN,1999-01-13,Atalanta Bergamo (ITA),191,29,0,hien isak isak malcolm kwaku hien hien,hien hien
Sweden,SWE,5,DF,GUDMUNDSSON Gabriel Gabriel Johan GUDMUNDSSON GUDMUNDSSON,GUDMUNDSSON GUDMUNDSSON,1999-04-29,Leeds United FC (ENG),181,24,0,gudmundsson gabriel gabriel johan gudmundsson gudmundsson,gudmundsson gudmundsson
Sweden,SWE,6,DF,JOHANSSON Herman Herman Nils JOHANSSON H. JOHANSSON,H. JOHANSSON,1997-10-16,FC Dallas (USA),190,3,0,johansson herman herman nils johansson h johansson,h johansson
Sweden,SWE,7,MF,BERGVALL Lucas Lucas Erik Holger BERGVALL BERGVALL,BERGVALL BERGVALL,2006-02-02,Tottenham Hotspur FC (ENG),187,10,0,bergvall lucas lucas erik holger bergvall bergvall,bergvall bergvall
Sweden,SWE,8,DF,SVENSSON Daniel Daniel Jonathan SVENSSON SVENSSON,SVENSSON SVENSSON,2002-02-12,Borussia Dortmund (GER),183,13,0,svensson daniel daniel jonathan svensson svensson,svensson svensson
Sweden,SWE,9,FW,ISAK Alexander Alexander ISAK ISAK,ISAK ISAK,1999-09-21,Liverpool FC (ENG),190,58,17,isak alexander alexander isak isak,isak isak
